,original_text,template,mutated_text,coherence,comment
11,"Harrison Ford playing a playing a cop in a crime thriller. The perfect ingredients it SEEMS for top entertainment with Harrison back to his Indy and Han Solo best, protecting a witness from ruthless and merciless murderers. How easy it is to be fooled. If the film concentrated on the main, supposed, themes of crime and suspense instead of putting up barns and shoving ice creams in peoples faces it possibly could have been more worthwhile. Unbelieveably predictable with the best method of despatching of a foe is with corn.","<name> playing a playing a cop in a crime thriller. The perfect ingredients it SEEMS for top entertainment with <name> back to <pro-his> Indy and Han Solo best, protecting a witness from ruthless and merciless murderers. How easy it is to be fooled. If the film concentrated on the main, supposed, themes of crime and suspense instead of putting up barns and shoving ice creams in peoples faces it possibly could have been more worthwhile. Unbelieveably predictable with the best method of despatching of a foe is with corn.","Edgar playing a playing a cop in a crime thriller. The perfect ingredients it SEEMS for top entertainment with Edgar back to his Indy and Han Solo best, protecting a witness from ruthless and merciless murderers. How easy it is to be fooled. If the film concentrated on the main, supposed, themes of crime and suspense instead of putting up barns and shoving ice creams in peoples faces it possibly could have been more worthwhile. Unbelieveably predictable with the best method of despatching of a foe is with corn.",,
12,"A very, very, very slowmoving, aimless movie about a distressed, drifting young man. Not sure who was more lostthe flat characters or the audience, nearly half of whom walked out.   Attempting artiness with black & white and clever camera angles, the movie disappointedbecame even more ridiculousas the acting was poor and the plot and lines almost nonexistent. Very little music or anything to speak of. The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head. He goes to a used record store to buy it for his lover and has to sing the song for two sales clerks before they find the album. Cute scene gave promise, but it went downhill from there. The rest of the movie lacks art, charm, meaning ... If it's about emptiness, it works I guess because it's empty. Wasted two hours.","A very, very, very slowmoving, aimless movie about a distressed, drifting young man. Not sure who was more lostthe flat characters or the audience, nearly half of whom walked out. Attempting artiness with black & white and clever camera angles, the movie disappointedbecame even more ridiculousas the acting was poor and the plot and lines almost nonexistent. Very little music or anything to speak of. The best scene in the movie was when <name> is trying to find a song that keeps running through <pro-his> head. <pro-He> goes to a used record store to buy it for <pro-his> lover and has to sing the song for two sales clerks before they find the album. Cute scene gave promise, but it went downhill from there. The rest of the movie lacks art, charm, meaning ... If it's about emptiness, it works I guess because it's empty. Wasted two hours.","A very, very, very slowmoving, aimless movie about a distressed, drifting young man. Not sure who was more lostthe flat characters or the audience, nearly half of whom walked out. Attempting artiness with black & white and clever camera angles, the movie disappointedbecame even more ridiculousas the acting was poor and the plot and lines almost nonexistent. Very little music or anything to speak of. The best scene in the movie was when Phyllis is trying to find a song that keeps running through her head. She goes to a used record store to buy it for her lover and has to sing the song for two sales clerks before they find the album. Cute scene gave promise, but it went downhill from there. The rest of the movie lacks art, charm, meaning ... If it's about emptiness, it works I guess because it's empty. Wasted two hours.",,
13,"paige got me to get on stickam, only for her would I EVER get on it lol .... It must be love.","<name> got me to get on stickam, only for <pro-her> would I EVER get on it lol .... It must be love.","Duane got me to get on stickam, only for his would I EVER get on it lol .... It must be love.",,
14,"Golden Boy is ecchi humor ( bordering on hentai) in the guise of "" educational moments. "" The main character, Kintaro, wanders around getting himself into the silliest situations involving women ... It's just that he's shy on the surface but analyses everything until he can learn something from it. The most striking feature of the series are the circumstances surrounding his "" education "", which are outright embarrassing, yet funny at the same time.","<name> is ecchi humor ( bordering on hentai) in the guise of "" educational moments. "" The main character, Kintaro, wanders around getting <pro-himself> into the silliest situations involving women ... It's just that <pro-he> 's shy on the surface but analyses everything until <pro-he> can learn something from it. The most striking feature of the series are the circumstances surrounding <pro-his> "" education "", which are outright embarrassing, yet funny at the same time.","Jeffery is ecchi humor ( bordering on hentai) in the guise of "" educational moments. "" The main character, Kintaro, wanders around getting himself into the silliest situations involving women ... It's just that he 's shy on the surface but analyses everything until he can learn something from it. The most striking feature of the series are the circumstances surrounding his "" education "", which are outright embarrassing, yet funny at the same time.",,
15,"This movie was one of the most boring horror movies I have seen in a long time ( and I have seen a lot). Personally I liked the piercing take on it all that was original but other than that it was pretty unwatchable. I could not stand Dee Snider as an actor nor as a singer. I seemed that he was trying with everything he said to make it a memorable quote, which they weren't. I can get movies for free and I still didn't think it was worth the time to get.","This movie was one of the most boring horror movies I have seen in a long time ( and I have seen a lot). Personally I liked the piercing take on it all that was original but other than that it was pretty unwatchable. I could not stand <name> as an actor nor as a singer. I seemed that <pro-he> was trying with everything <pro-he> said to make it a memorable quote, which they weren't. I can get movies for free and I still didn't think it was worth the time to get.","This movie was one of the most boring horror movies I have seen in a long time ( and I have seen a lot). Personally I liked the piercing take on it all that was original but other than that it was pretty unwatchable. I could not stand Katherine as an actor nor as a singer. I seemed that she was trying with everything she said to make it a memorable quote, which they weren't. I can get movies for free and I still didn't think it was worth the time to get.",,
16,"Robin Williams is excellent in this movie and it is a pity the material is not enough of a match for him. This may work if you buy into the "" USA! Number One! "" mentality but story wise nothing much happens. Quite a shame really since the movie is really trying to say something, and says it sincerely. It just doesn't pack enough emotional punch.","<name> is excellent in this movie and it is a pity the material is not enough of a match for <pro-him> . This may work if you buy into the "" USA! Number One! "" mentality but story wise nothing much happens. Quite a shame really since the movie is really trying to say something, and says it sincerely. It just doesn't pack enough emotional punch.","Julie is excellent in this movie and it is a pity the material is not enough of a match for her . This may work if you buy into the "" USA! Number One! "" mentality but story wise nothing much happens. Quite a shame really since the movie is really trying to say something, and says it sincerely. It just doesn't pack enough emotional punch.",,
17,"When I first saw this show i thought to my self "" What is this!!!!!? "" Its one of those shows where there is a perfect fake high school world with stupid problems that are considered "" huge "". Then there's Sadie. This complete misfit for her friends and well her family. She s completely obsessed with nature not that that s a bad thing but she compares high school students to animals! like what is that!? also they made her another Lizzie Miguire clone ( yeah because the world definitely needs another one of those!) she s also very perfect like most TV girls are which makes me sick! So please this is a stupid show it makes no sense just skip it unless you liked Lizzie McGuire or any other shows like that.","When I first saw this show i thought to my self "" What is this!!!!!? "" Its one of those shows where there is a perfect fake high school world with stupid problems that are considered "" huge "". Then there's <name> . This complete misfit for <pro-her> friends and well <pro-her> family. <pro-She> s completely obsessed with nature not that that s a bad thing but <pro-she> compares high school students to animals! like what is that!? also they made <pro-her> another Lizzie Miguire clone ( yeah because the world definitely needs another one of those!) <pro-she> s also very perfect like most TV girls are which makes me sick! So please this is a stupid show it makes no sense just skip it unless you liked Lizzie McGuire or any other shows like that.","When I first saw this show i thought to my self "" What is this!!!!!? "" Its one of those shows where there is a perfect fake high school world with stupid problems that are considered "" huge "". Then there's Barbara . This complete misfit for her friends and well her family. She s completely obsessed with nature not that that s a bad thing but she compares high school students to animals! like what is that!? also they made her another Lizzie Miguire clone ( yeah because the world definitely needs another one of those!) she s also very perfect like most TV girls are which makes me sick! So please this is a stupid show it makes no sense just skip it unless you liked Lizzie McGuire or any other shows like that.",,
18,"Being the scifi fan that I am, I was always curious about this film. So I was excited to see Journey to the Far Side of the Sun finally get released on an affordable DVD ( the previous print had been fetching$ 100 on eBayI'm sure those people wish they had their money backbut more about that in a second). Anyway, the premise of this film ( just like Twilight Zone's "" The Parallel "") is that there is an undiscovered planet resembling Earth on the "" other side of the sun "". This planet is of course exactly like ours except that it's inverted. This basically means their letters are reversed and people drive on the wrong side of the road. Sound intriguing? Well that's basically all there is to this film. The first hour or so is dedicated to the preparations for the journey to this other planet. It's just tedious scenes of switches being pressed, banal dialog, etc. There's no point to it whatsoever. Gerry Anderson managed to find the most boring British actors in the history of cinema to play most of the roles. I mean they are so dull I'm surprised the crew was able to stay awake to finish the film. Anyway, once the crew FINALLY lands on the planet ( after an interminable sequence of the astronauts sitting and literally sleeping in the cockpit), Roy Thinnes notices the copy is all backwards on a bottle of cologne and hops back on another ship to tell people about what he has discovered. Oops he never gets to do it as he crash lands and dies. The end! Oh wait, there's a bonus scene of one of the space executives hurling himself into a mirror in his wheelchair at the end. I guess he wanted out of this film too. I'm really surprised a film like this could get made even back in the 60s. Rent if you must. DO NOT BUY.","Being the scifi fan that I am, I was always curious about this film. So I was excited to see Journey to the Far Side of the Sun finally get released on an affordable DVD ( the previous print had been fetching$ 100 on eBayI'm sure those people wish they had their money backbut more about that in a second). Anyway, the premise of this film ( just like Twilight Zone's "" The Parallel "") is that there is an undiscovered planet resembling Earth on the "" other side of the sun "". This planet is of course exactly like ours except that it's inverted. This basically means their letters are reversed and people drive on the wrong side of the road. Sound intriguing? Well that's basically all there is to this film. The first hour or so is dedicated to the preparations for the journey to this other planet. It's just tedious scenes of switches being pressed, banal dialog, etc. There's no point to it whatsoever. Gerry Anderson managed to find the most boring British actors in the history of cinema to play most of the roles. I mean they are so dull I'm surprised the crew was able to stay awake to finish the film. Anyway, once the crew FINALLY lands on the planet ( after an interminable sequence of the astronauts sitting and literally sleeping in the cockpit), <name> notices the copy is all backwards on a bottle of cologne and hops back on another ship to tell people about what <pro-he> has discovered. Oops <pro-he> never gets to do it as <pro-he> crash lands and dies. The end! Oh wait, there's a bonus scene of one of the space executives hurling <pro-himself> into a mirror in <pro-his> wheelchair at the end. I guess <pro-he> wanted out of this film too. I'm really surprised a film like this could get made even back in the 60s. Rent if you must. DO NOT BUY.","Being the scifi fan that I am, I was always curious about this film. So I was excited to see Journey to the Far Side of the Sun finally get released on an affordable DVD ( the previous print had been fetching$ 100 on eBayI'm sure those people wish they had their money backbut more about that in a second). Anyway, the premise of this film ( just like Twilight Zone's "" The Parallel "") is that there is an undiscovered planet resembling Earth on the "" other side of the sun "". This planet is of course exactly like ours except that it's inverted. This basically means their letters are reversed and people drive on the wrong side of the road. Sound intriguing? Well that's basically all there is to this film. The first hour or so is dedicated to the preparations for the journey to this other planet. It's just tedious scenes of switches being pressed, banal dialog, etc. There's no point to it whatsoever. Gerry Anderson managed to find the most boring British actors in the history of cinema to play most of the roles. I mean they are so dull I'm surprised the crew was able to stay awake to finish the film. Anyway, once the crew FINALLY lands on the planet ( after an interminable sequence of the astronauts sitting and literally sleeping in the cockpit), Jessica notices the copy is all backwards on a bottle of cologne and hops back on another ship to tell people about what she has discovered. Oops she never gets to do it as she crash lands and dies. The end! Oh wait, there's a bonus scene of one of the space executives hurling herself into a mirror in her wheelchair at the end. I guess she wanted out of this film too. I'm really surprised a film like this could get made even back in the 60s. Rent if you must. DO NOT BUY.",,
19,"I have tried to like this show, I really have, but I can't find a reason why anyone would like it. The story lines are weak, the acting is weak and unbelievable. Every cast member seems to have been picked up off the street at random. And it seems to me that the whole show is just a vehicle for Jamie Lynn Spears to be able to move on to movies. Every episode shows Zoey as the girl that every girl wants to be her best friend and that every boy wants to date. She's always perfect and no one is like that in real life. How can people relate to a character that is just a Barbie doll? Jamie Lynn's acting is fair but she is not a strong enough actress to have the lead role in a series. All the show's fans are just young girls who don't know any better. I'm sorry if you think my comments are too harsh but if you can find a meaningful and deep moment in this series that isn't quickly directed to a beach partyplease accept my opinions and find something worthwhile to watch.","I have tried to like this show, I really have, but I can't find a reason why anyone would like it. The story lines are weak, the acting is weak and unbelievable. Every cast member seems to have been picked up off the street at random. And it seems to me that the whole show is just a vehicle for Jamie Lynn Spears to be able to move on to movies. Every episode shows <name> as the girl that every girl wants to be <pro-her> best friend and that every boy wants to date. <pro-She> 's always perfect and no one is like that in real life. How can people relate to a character that is just a Barbie doll? Jamie Lynn's acting is fair but <pro-she> is not a strong enough actress to have the lead role in a series. All the show's fans are just young girls who don't know any better. I'm sorry if you think my comments are too harsh but if you can find a meaningful and deep moment in this series that isn't quickly directed to a beach partyplease accept my opinions and find something worthwhile to watch.","I have tried to like this show, I really have, but I can't find a reason why anyone would like it. The story lines are weak, the acting is weak and unbelievable. Every cast member seems to have been picked up off the street at random. And it seems to me that the whole show is just a vehicle for Jamie Lynn Spears to be able to move on to movies. Every episode shows Frederick as the girl that every girl wants to be his best friend and that every boy wants to date. He 's always perfect and no one is like that in real life. How can people relate to a character that is just a Barbie doll? Jamie Lynn's acting is fair but he is not a strong enough actress to have the lead role in a series. All the show's fans are just young girls who don't know any better. I'm sorry if you think my comments are too harsh but if you can find a meaningful and deep moment in this series that isn't quickly directed to a beach partyplease accept my opinions and find something worthwhile to watch.",,
20,"The main attraction of Anywhere but Here is the superb performance of Natalie Portman. She gave her rather thankless character a lot of muchappreciated emotional depth. Susan Sarandon, a fine actress, is suitably sincere as the mother figure. I thought the chemistry between the two stars was believable, a chemistry that could have been developed more with a more involving script. I am not saying the script was bad in any way, I am just saying it seemed underdeveloped at times. I don't think it was the script writer's fault. The film did suffer from being overlong, and became sometimes unfocused in the longer scenes. The film does look beautiful, with some good direction and excellent performances. All in all, watchable certainly, but maybe more for an older audience. 7/10 Bethany Cox.","The main attraction of Anywhere but Here is the superb performance of <name> . <pro-She> gave <pro-her> rather thankless character a lot of muchappreciated emotional depth. Susan Sarandon, a fine actress, is suitably sincere as the mother figure. I thought the chemistry between the two stars was believable, a chemistry that could have been developed more with a more involving script. I am not saying the script was bad in any way, I am just saying it seemed underdeveloped at times. I don't think it was the script writer's fault. The film did suffer from being overlong, and became sometimes unfocused in the longer scenes. The film does look beautiful, with some good direction and excellent performances. All in all, watchable certainly, but maybe more for an older audience. 7/10 Bethany Cox.","The main attraction of Anywhere but Here is the superb performance of Jerome . He gave his rather thankless character a lot of muchappreciated emotional depth. Susan Sarandon, a fine actress, is suitably sincere as the mother figure. I thought the chemistry between the two stars was believable, a chemistry that could have been developed more with a more involving script. I am not saying the script was bad in any way, I am just saying it seemed underdeveloped at times. I don't think it was the script writer's fault. The film did suffer from being overlong, and became sometimes unfocused in the longer scenes. The film does look beautiful, with some good direction and excellent performances. All in all, watchable certainly, but maybe more for an older audience. 7/10 Bethany Cox.",,
21,"' Captain Corelli's Mandolin ' is a fantastic film in itself. It is nothing like the book, which may disapoint its ardent followers. Yet, viewed on it's own, the film is a masterpiece. The views are spectacular and the acting isn't too bad either!! Nicolas Cage was brilliantso different from his usual action hero type characters. Penelope cruz is superb and really holds the film together. I think that this film has to be judged as an indivdual projectnot related to the book. Louis de Bernieres gave up rights to the film script, so the film is an interpretation of the director, john maddon. Go and see this film with an open mindyou'll love it; because underneath is the touching story of love and war.","' Captain Corelli's Mandolin ' is a fantastic film in itself. It is nothing like the book, which may disapoint its ardent followers. Yet, viewed on it's own, the film is a masterpiece. The views are spectacular and the acting isn't too bad either!! <name> was brilliantso different from <pro-his> usual action hero type characters. Penelope cruz is superb and really holds the film together. I think that this film has to be judged as an indivdual projectnot related to the book. Louis de Bernieres gave up rights to the film script, so the film is an interpretation of the director, john maddon. Go and see this film with an open mindyou'll love it; because underneath is the touching story of love and war.","' Captain Corelli's Mandolin ' is a fantastic film in itself. It is nothing like the book, which may disapoint its ardent followers. Yet, viewed on it's own, the film is a masterpiece. The views are spectacular and the acting isn't too bad either!! Marcus was brilliantso different from his usual action hero type characters. Penelope cruz is superb and really holds the film together. I think that this film has to be judged as an indivdual projectnot related to the book. Louis de Bernieres gave up rights to the film script, so the film is an interpretation of the director, john maddon. Go and see this film with an open mindyou'll love it; because underneath is the touching story of love and war.",,
